,precision,recall,f1-score,support
4556,0.0,0.0,0.0,5.0
4557,0.0,0.0,0.0,1.0
4558,0.0,0.0,0.0,1.0
4559,0.0,0.0,0.0,1.0
4560,0.0,0.0,0.0,3.0
4561,0.0,0.0,0.0,1.0
4562,0.0,0.0,0.0,1.0
4563,0.0,0.0,0.0,2.0
4564,0.0,0.0,0.0,1.0
4565,0.0,0.0,0.0,1.0
4566,0.0,0.0,0.0,2.0
4567,0.0,0.0,0.0,1.0
4568,0.0,0.0,0.0,1.0
4569,0.0,0.0,0.0,1.0
4570,0.0,0.0,0.0,1.0
4571,0.0,0.0,0.0,2.0
4572,0.0,0.0,0.0,1.0
4573,0.0,0.0,0.0,2.0
4574,0.0,0.0,0.0,1.0
4575,0.0,0.0,0.0,1.0
4576,0.0,0.0,0.0,1.0
4577,0.0,0.0,0.0,1.0
4578,0.0,0.0,0.0,7.0
4579,0.0,0.0,0.0,5.0
4580,0.0,0.0,0.0,1.0
4581,0.0,0.0,0.0,2.0
4582,0.0,0.0,0.0,1.0
4583,0.0,0.0,0.0,3.0
4584,0.0,0.0,0.0,1.0
4585,0.0,0.0,0.0,1.0
4586,0.0,0.0,0.0,1.0
4587,0.0,0.0,0.0,5.0
4588,0.0,0.0,0.0,1.0
4589,0.0,0.0,0.0,1.0
4590,0.0,0.0,0.0,1.0
4591,0.0,0.0,0.0,1.0
4592,0.0,0.0,0.0,2.0
4593,0.0,0.0,0.0,1.0
4594,0.0,0.0,0.0,1.0
4595,0.0,0.0,0.0,1.0
4596,0.0,0.0,0.0,1.0
4597,0.0,0.0,0.0,2.0
4598,0.0,0.0,0.0,2.0
4599,0.0,0.0,0.0,1.0
4600,0.0,0.0,0.0,1.0
4601,0.0,0.0,0.0,2.0
4602,0.0,0.0,0.0,4.0
4603,0.0,0.0,0.0,4.0
4604,0.0,0.0,0.0,1.0
4605,0.0,0.0,0.0,1.0
4606,0.0,0.0,0.0,1.0
4607,0.0,0.0,0.0,4.0
4608,0.0,0.0,0.0,1.0
4609,0.0,0.0,0.0,1.0
4610,0.0,0.0,0.0,1.0
4611,0.0,0.0,0.0,1.0
4612,0.0,0.0,0.0,1.0
4613,0.0,0.0,0.0,1.0
4614,0.0,0.0,0.0,1.0
4615,0.0,0.0,0.0,1.0
4616,0.0,0.0,0.0,14.0
4617,0.0,0.0,0.0,5.0
4618,0.0,0.0,0.0,1.0
4619,0.0,0.0,0.0,1.0
4620,0.0,0.0,0.0,1.0
4621,0.0,0.0,0.0,1.0
4622,0.0,0.0,0.0,1.0
4623,0.0,0.0,0.0,1.0
4624,0.0,0.0,0.0,1.0
4625,0.0,0.0,0.0,1.0
4626,0.0,0.0,0.0,1.0
4627,0.0,0.0,0.0,1.0
4628,0.0,0.0,0.0,1.0
4629,0.0,0.0,0.0,1.0
4630,0.0,0.0,0.0,1.0
4631,0.0,0.0,0.0,2.0
4632,0.0,0.0,0.0,1.0
4633,0.0,0.0,0.0,1.0
4634,0.0,0.0,0.0,1.0
4635,0.0,0.0,0.0,1.0
4636,0.0,0.0,0.0,1.0
4637,0.0,0.0,0.0,1.0
4638,0.0,0.0,0.0,1.0
4639,0.0,0.0,0.0,1.0
4640,0.0,0.0,0.0,1.0
4641,0.0,0.0,0.0,9.0
4642,0.0,0.0,0.0,1.0
4643,0.0,0.0,0.0,1.0
4644,0.0,0.0,0.0,2.0
4645,0.0,0.0,0.0,1.0
4646,0.0,0.0,0.0,2.0
4647,0.0,0.0,0.0,1.0
4648,0.0,0.0,0.0,1.0
4649,0.0,0.0,0.0,1.0
4650,0.0,0.0,0.0,1.0
4651,0.0,0.0,0.0,2.0
4652,0.0,0.0,0.0,1.0
4653,0.0,0.0,0.0,2.0
4654,0.0,0.0,0.0,1.0
4655,0.0,0.0,0.0,1.0
4656,0.0,0.0,0.0,2.0
4657,0.0,0.0,0.0,1.0
4658,0.0,0.0,0.0,4.0
4659,0.0,0.0,0.0,2.0
4660,0.0,0.0,0.0,2.0
4661,0.0,0.0,0.0,1.0
4662,0.0,0.0,0.0,1.0
4663,0.0,0.0,0.0,1.0
4664,0.0,0.0,0.0,2.0
4665,0.0,0.0,0.0,4.0
4666,0.0,0.0,0.0,1.0
4667,0.0,0.0,0.0,1.0
4668,0.0,0.0,0.0,1.0
4669,0.0,0.0,0.0,1.0
4670,0.0,0.0,0.0,1.0
4671,0.0,0.0,0.0,1.0
4672,0.0,0.0,0.0,2.0
4673,0.0,0.0,0.0,3.0
4674,0.0,0.0,0.0,3.0
4675,0.0,0.0,0.0,1.0
4676,0.0,0.0,0.0,1.0
4677,0.0,0.0,0.0,1.0
4678,0.0,0.0,0.0,1.0
4679,0.0,0.0,0.0,2.0
4680,0.0,0.0,0.0,1.0
4681,0.0,0.0,0.0,6.0
4682,0.0,0.0,0.0,1.0
4683,0.0,0.0,0.0,2.0
4684,0.0,0.0,0.0,1.0
4685,0.0,0.0,0.0,1.0
4686,0.0,0.0,0.0,1.0
4687,0.0,0.0,0.0,1.0
4688,0.0,0.0,0.0,1.0
4689,0.0,0.0,0.0,2.0
4690,0.0,0.0,0.0,1.0
4691,0.0,0.0,0.0,2.0
4692,0.0,0.0,0.0,2.0
4693,0.0,0.0,0.0,14.0
4694,0.0,0.0,0.0,3.0
4695,0.0,0.0,0.0,1.0
4696,0.0,0.0,0.0,1.0
4697,0.0,0.0,0.0,1.0
4698,0.0,0.0,0.0,1.0
4699,0.0,0.0,0.0,1.0
4700,0.0,0.0,0.0,4.0
4701,0.0,0.0,0.0,5.0
4702,0.0,0.0,0.0,2.0
4703,0.0,0.0,0.0,1.0
4704,0.0,0.0,0.0,2.0
4705,0.0,0.0,0.0,3.0
4706,0.0,0.0,0.0,1.0
4707,0.0,0.0,0.0,1.0
4708,0.0,0.0,0.0,2.0
4709,0.0,0.0,0.0,1.0
4710,0.0,0.0,0.0,1.0
4711,0.0,0.0,0.0,1.0
4712,0.0,0.0,0.0,1.0
4713,0.0,0.0,0.0,1.0
4714,0.0,0.0,0.0,1.0
4715,0.0,0.0,0.0,1.0
4716,0.0,0.0,0.0,1.0
4717,0.0,0.0,0.0,1.0
4718,0.0,0.0,0.0,1.0
4719,0.0,0.0,0.0,2.0
4720,0.0,0.0,0.0,1.0
4721,0.0,0.0,0.0,1.0
4722,0.0,0.0,0.0,1.0
4723,0.0,0.0,0.0,1.0
4724,0.0,0.0,0.0,2.0
4725,0.0,0.0,0.0,3.0
4726,0.0,0.0,0.0,3.0
4727,0.0,0.0,0.0,1.0
4728,0.0,0.0,0.0,1.0
4729,0.0,0.0,0.0,3.0
4730,0.0,0.0,0.0,1.0
4731,0.0,0.0,0.0,1.0
4732,0.0,0.0,0.0,2.0
4733,0.0,0.0,0.0,1.0
4734,0.0,0.0,0.0,1.0
4735,0.0,0.0,0.0,1.0
4736,0.0,0.0,0.0,3.0
4737,0.0,0.0,0.0,1.0
4738,0.0,0.0,0.0,1.0
4739,0.0,0.0,0.0,1.0
4740,0.0,0.0,0.0,8.0
4741,0.0,0.0,0.0,1.0
4742,0.0,0.0,0.0,1.0
4743,0.0,0.0,0.0,5.0
4744,0.0,0.0,0.0,1.0
4745,0.0,0.0,0.0,1.0
4746,0.0,0.0,0.0,1.0
4747,0.0,0.0,0.0,1.0
4748,0.0,0.0,0.0,2.0
4749,0.0,0.0,0.0,1.0
4750,0.0,0.0,0.0,1.0
4751,0.0,0.0,0.0,1.0
4752,0.0,0.0,0.0,1.0
4753,0.0,0.0,0.0,2.0
4754,0.0,0.0,0.0,1.0
4755,0.0,0.0,0.0,1.0
4756,0.0,0.0,0.0,1.0
4757,0.0,0.0,0.0,1.0
4758,0.0,0.0,0.0,1.0
4759,0.0,0.0,0.0,1.0
4760,0.0,0.0,0.0,1.0
4761,0.0,0.0,0.0,1.0
4762,0.0,0.0,0.0,1.0
4763,0.0,0.0,0.0,1.0
4764,0.0,0.0,0.0,4.0
4765,0.0,0.0,0.0,3.0
4766,0.0,0.0,0.0,1.0
4767,0.0,0.0,0.0,1.0
4768,0.0,0.0,0.0,1.0
4769,0.0,0.0,0.0,4.0
4770,0.0,0.0,0.0,1.0
4771,0.0,0.0,0.0,1.0
4772,0.0,0.0,0.0,19.0
4773,0.0,0.0,0.0,14.0
4774,0.0,0.0,0.0,3.0
4775,0.0,0.0,0.0,1.0
4776,0.0,0.0,0.0,2.0
4777,0.0,0.0,0.0,1.0
4778,0.0,0.0,0.0,5.0
4779,0.0,0.0,0.0,1.0
4780,0.0,0.0,0.0,1.0
4781,0.0,0.0,0.0,1.0
4782,0.0,0.0,0.0,1.0
4783,0.0,0.0,0.0,1.0
4784,0.0,0.0,0.0,1.0
4785,0.0,0.0,0.0,1.0
4786,0.0,0.0,0.0,1.0
4787,0.0,0.0,0.0,1.0
4788,0.0,0.0,0.0,1.0
4789,0.0,0.0,0.0,1.0
4790,0.0,0.0,0.0,1.0
4791,0.0,0.0,0.0,1.0
4792,0.0,0.0,0.0,1.0
4793,0.0,0.0,0.0,1.0
4794,0.0,0.0,0.0,1.0
4795,0.0,0.0,0.0,1.0
4796,0.0,0.0,0.0,1.0
4797,0.0,0.0,0.0,1.0
4798,0.0,0.0,0.0,1.0
4799,0.0,0.0,0.0,1.0
4800,0.0,0.0,0.0,1.0
4801,0.0,0.0,0.0,1.0
4802,0.0,0.0,0.0,2.0
4803,0.0,0.0,0.0,5.0
4804,0.0,0.0,0.0,1.0
4805,0.0,0.0,0.0,2.0
4806,0.0,0.0,0.0,2.0
4807,0.0,0.0,0.0,2.0
4808,0.0,0.0,0.0,1.0
4809,0.0,0.0,0.0,1.0
4810,0.0,0.0,0.0,1.0
4811,0.0,0.0,0.0,1.0
4812,0.0,0.0,0.0,1.0
4813,0.0,0.0,0.0,1.0
4814,0.0,0.0,0.0,1.0
4815,0.0,0.0,0.0,1.0
4816,0.0,0.0,0.0,1.0
4817,0.0,0.0,0.0,1.0
4818,0.0,0.0,0.0,1.0
4819,0.0,0.0,0.0,1.0
4820,0.0,0.0,0.0,1.0
4821,0.0,0.0,0.0,1.0
4822,0.0,0.0,0.0,1.0
4823,0.0,0.0,0.0,4.0
4824,0.0,0.0,0.0,2.0
4825,0.0,0.0,0.0,3.0
4826,0.0,0.0,0.0,1.0
4827,0.0,0.0,0.0,1.0
4828,0.0,0.0,0.0,2.0
4829,0.0,0.0,0.0,1.0
4830,0.0,0.0,0.0,1.0
4831,0.0,0.0,0.0,1.0
4832,0.0,0.0,0.0,2.0
4833,0.0,0.0,0.0,1.0
4834,0.0,0.0,0.0,1.0
4835,0.0,0.0,0.0,1.0
4836,0.0,0.0,0.0,1.0
4837,0.0,0.0,0.0,2.0
4838,0.0,0.0,0.0,1.0
4839,0.0,0.0,0.0,1.0
4840,0.0,0.0,0.0,1.0
4841,0.0,0.0,0.0,1.0
4842,0.0,0.0,0.0,15.0
4843,0.0,0.0,0.0,1.0
4844,0.0,0.0,0.0,1.0
4845,0.0,0.0,0.0,1.0
4846,0.0,0.0,0.0,1.0
4847,0.0,0.0,0.0,1.0
4848,0.0,0.0,0.0,2.0
4849,0.0,0.0,0.0,2.0
4850,0.0,0.0,0.0,1.0
4851,0.0,0.0,0.0,1.0
4852,0.0,0.0,0.0,1.0
4853,0.0,0.0,0.0,1.0
4854,0.0,0.0,0.0,1.0
4855,0.0,0.0,0.0,1.0
4856,0.0,0.0,0.0,1.0
4857,0.0,0.0,0.0,2.0
4858,0.0,0.0,0.0,1.0
4859,0.0,0.0,0.0,1.0
4860,0.0,0.0,0.0,1.0
4861,0.0,0.0,0.0,1.0
4862,0.0,0.0,0.0,2.0
4863,0.0,0.0,0.0,1.0
4864,0.0,0.0,0.0,8.0
4865,0.0,0.0,0.0,1.0
4866,0.0,0.0,0.0,1.0
4867,0.0,0.0,0.0,2.0
4868,0.0,0.0,0.0,1.0
4869,0.0,0.0,0.0,1.0
4870,0.0,0.0,0.0,2.0
4871,0.0,0.0,0.0,1.0
4872,0.0,0.0,0.0,1.0
4873,0.0,0.0,0.0,2.0
4874,0.0,0.0,0.0,3.0
4875,0.0,0.0,0.0,1.0
4876,0.0,0.0,0.0,1.0
4877,0.0,0.0,0.0,5.0
4878,0.0,0.0,0.0,1.0
4879,0.0,0.0,0.0,1.0
4880,0.0,0.0,0.0,1.0
4881,0.0,0.0,0.0,2.0
4882,0.0,0.0,0.0,1.0
4883,0.0,0.0,0.0,2.0
4884,0.0,0.0,0.0,1.0
4885,0.0,0.0,0.0,1.0
4886,0.0,0.0,0.0,1.0
4887,0.0,0.0,0.0,1.0
4888,0.0,0.0,0.0,1.0
4889,0.0,0.0,0.0,2.0
4890,0.0,0.0,0.0,1.0
4891,0.0,0.0,0.0,1.0
4892,0.0,0.0,0.0,1.0
4893,0.0,0.0,0.0,1.0
4894,0.0,0.0,0.0,1.0
4895,0.0,0.0,0.0,1.0
4896,0.0,0.0,0.0,1.0
4897,0.0,0.0,0.0,1.0
4898,0.0,0.0,0.0,1.0
4899,0.0,0.0,0.0,7.0
4900,0.0,0.0,0.0,1.0
4901,0.0,0.0,0.0,1.0
4902,0.0,0.0,0.0,1.0
4903,0.0,0.0,0.0,1.0
4904,0.0,0.0,0.0,3.0
4905,0.0,0.0,0.0,1.0
4906,0.0,0.0,0.0,2.0
4907,0.0,0.0,0.0,1.0
4908,0.0,0.0,0.0,1.0
4909,0.0,0.0,0.0,1.0
4910,0.0,0.0,0.0,1.0
4911,0.0,0.0,0.0,1.0
4912,0.0,0.0,0.0,1.0
4913,0.0,0.0,0.0,3.0
4914,0.0,0.0,0.0,1.0
4915,0.0,0.0,0.0,1.0
4916,0.0,0.0,0.0,1.0
4917,0.0,0.0,0.0,1.0
4918,0.0,0.0,0.0,5.0
4919,0.0,0.0,0.0,1.0
4920,0.0,0.0,0.0,1.0
4921,0.0,0.0,0.0,1.0
4922,0.0,0.0,0.0,1.0
4923,0.0,0.0,0.0,1.0
4924,0.0,0.0,0.0,1.0
4925,0.0,0.0,0.0,1.0
4926,0.0,0.0,0.0,1.0
4927,0.0,0.0,0.0,1.0
4928,0.0,0.0,0.0,2.0
4929,0.0,0.0,0.0,1.0
4930,0.0,0.0,0.0,6.0
4931,0.0,0.0,0.0,1.0
4932,0.0,0.0,0.0,1.0
4933,0.0,0.0,0.0,5.0
4934,0.0,0.0,0.0,1.0
4935,0.0,0.0,0.0,1.0
4936,0.0,0.0,0.0,2.0
4937,0.0,0.0,0.0,1.0
4938,0.0,0.0,0.0,1.0
4939,0.0,0.0,0.0,1.0
4940,0.0,0.0,0.0,1.0
4941,0.0,0.0,0.0,1.0
4942,0.0,0.0,0.0,1.0
4943,0.0,0.0,0.0,1.0
4944,0.0,0.0,0.0,2.0
4945,0.0,0.0,0.0,1.0
4946,0.0,0.0,0.0,6.0
4947,0.0,0.0,0.0,1.0
4948,0.0,0.0,0.0,1.0
4949,0.0,0.0,0.0,1.0
4950,0.0,0.0,0.0,1.0
4951,0.0,0.0,0.0,2.0
4952,0.0,0.0,0.0,1.0
4953,0.0,0.0,0.0,1.0
4954,0.0,0.0,0.0,1.0
4955,0.0,0.0,0.0,1.0
4956,0.0,0.0,0.0,1.0
4957,0.0,0.0,0.0,1.0
4958,0.0,0.0,0.0,1.0
4959,0.0,0.0,0.0,2.0
4960,0.0,0.0,0.0,2.0
4961,0.0,0.0,0.0,1.0
4962,0.0,0.0,0.0,2.0
4963,0.0,0.0,0.0,1.0
4964,0.0,0.0,0.0,2.0
4965,0.0,0.0,0.0,4.0
4966,0.0,0.0,0.0,1.0
4967,0.0,0.0,0.0,1.0
4968,0.0,0.0,0.0,1.0
4969,0.0,0.0,0.0,1.0
4970,0.0,0.0,0.0,1.0
4971,0.0,0.0,0.0,1.0
4972,0.0,0.0,0.0,1.0
4973,0.0,0.0,0.0,1.0
4974,0.0,0.0,0.0,1.0
4975,0.0,0.0,0.0,1.0
4976,0.0,0.0,0.0,1.0
4977,0.0,0.0,0.0,2.0
4978,0.0,0.0,0.0,2.0
4979,0.0,0.0,0.0,1.0
4980,0.0,0.0,0.0,4.0
4981,0.0,0.0,0.0,1.0
4982,0.0,0.0,0.0,1.0
4983,0.0,0.0,0.0,1.0
4984,0.0,0.0,0.0,3.0
4985,0.0,0.0,0.0,1.0
4986,0.0,0.0,0.0,1.0
4987,0.0,0.0,0.0,1.0
4988,0.0,0.0,0.0,1.0
4989,0.0,0.0,0.0,2.0
4990,0.0,0.0,0.0,4.0
4991,0.0,0.0,0.0,1.0
4992,0.0,0.0,0.0,2.0
4993,0.0,0.0,0.0,1.0
4994,0.0,0.0,0.0,2.0
4995,0.0,0.0,0.0,1.0
4996,0.0,0.0,0.0,1.0
4997,0.0,0.0,0.0,2.0
4998,0.0,0.0,0.0,1.0
4999,0.0,0.0,0.0,1.0
5000,0.0,0.0,0.0,2.0
5001,0.0,0.0,0.0,1.0
5002,0.0,0.0,0.0,13.0
5003,0.0,0.0,0.0,1.0
5004,0.0,0.0,0.0,1.0
5005,0.0,0.0,0.0,4.0
5006,0.0,0.0,0.0,1.0
5007,0.0,0.0,0.0,1.0
5008,0.0,0.0,0.0,1.0
5009,0.0,0.0,0.0,1.0
5010,0.0,0.0,0.0,3.0
5011,0.0,0.0,0.0,1.0
5012,0.0,0.0,0.0,1.0
5013,0.0,0.0,0.0,1.0
5014,0.0,0.0,0.0,1.0
5015,0.0,0.0,0.0,1.0
5016,0.0,0.0,0.0,1.0
5017,0.0,0.0,0.0,1.0
5018,0.0,0.0,0.0,1.0
5019,0.0,0.0,0.0,1.0
5020,0.0,0.0,0.0,3.0
5021,0.0,0.0,0.0,1.0
5022,0.0,0.0,0.0,1.0
5023,0.0,0.0,0.0,1.0
5024,0.0,0.0,0.0,1.0
5025,0.0,0.0,0.0,5.0
5026,0.0,0.0,0.0,1.0
5027,0.0,0.0,0.0,2.0
5028,0.0,0.0,0.0,1.0
5029,0.0,0.0,0.0,1.0
5030,0.0,0.0,0.0,2.0
5031,0.0,0.0,0.0,1.0
5032,0.0,0.0,0.0,8.0
5033,0.0,0.0,0.0,5.0
5034,0.0,0.0,0.0,1.0
5035,0.0,0.0,0.0,1.0
5036,0.0,0.0,0.0,2.0
5037,0.0,0.0,0.0,8.0
5038,0.0,0.0,0.0,1.0
5039,0.0,0.0,0.0,3.0
5040,0.0,0.0,0.0,1.0
5041,0.0,0.0,0.0,1.0
5042,0.0,0.0,0.0,1.0
5043,0.0,0.0,0.0,1.0
5044,0.0,0.0,0.0,1.0
5045,0.0,0.0,0.0,1.0
5046,0.0,0.0,0.0,2.0
5047,0.0,0.0,0.0,1.0
5048,0.0,0.0,0.0,2.0
5049,0.0,0.0,0.0,1.0
5050,0.0,0.0,0.0,1.0
5051,0.0,0.0,0.0,6.0
5052,0.0,0.0,0.0,1.0
5053,0.0,0.0,0.0,1.0
5054,0.0,0.0,0.0,1.0
5055,0.0,0.0,0.0,6.0
5056,0.0,0.0,0.0,1.0
5057,0.0,0.0,0.0,1.0
5058,0.0,0.0,0.0,1.0
5059,0.0,0.0,0.0,2.0
5060,0.0,0.0,0.0,1.0
5061,0.0,0.0,0.0,5.0
5062,0.0,0.0,0.0,1.0
5063,0.0,0.0,0.0,1.0
5064,0.0,0.0,0.0,2.0
5065,0.0,0.0,0.0,2.0
5066,0.0,0.0,0.0,1.0
5067,0.0,0.0,0.0,2.0
5068,0.0,0.0,0.0,1.0
5069,0.0,0.0,0.0,3.0
